path,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99
"[1, 5, 4, 8, 9, 14, 18]",171.71514128530944,0.1,0.1,0.1,0.1,0.1,0.1,0.1,131.24257272380888,0.1,0.1,0.1,0.1,0.1,47.75774514780305,83.98442184348087,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,94.40163819495615,256.42799598225224,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,91.1487426141492,0.1,43.096932997604014,0.1,0.1,35.910254801302855,0.1,0.1,0.1,89.89785920124098,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,100.6701342438763,0.1,0.1,0.1,0.1,124.85079325398792,0.1,0.1,0.1,71.42906609805101,86.23665661754053,0.1,0.1,0.1,0.1,178.1531852693378,0.1,0.1,0.1,0.1,0.1,0.1,98.54635395078277,0.1,0.1,0.1,0.1,0.1,82.50236623008769,0.1,16.733854156219024,0.1,0.1,0.1,33.56479776257089,174.90561367443075,0.1,0.1,0.1,0.1,0.1
"[1, 0, 2, 3, 10, 9, 14, 18]",3.1485109221406317e-24,3.3283526739433955e-26,4.7755337465982014e-26,2.6932679689479747e-26,4.576944434902057e-26,4.8370591857712863e-26,4.1025085948987893e-26,3.5825669739252525e-26,3.459422589170232e-23,1.3567057107146268e-26,2.995155972243913e-26,3.975049744560522e-26,2.1858640465998473e-26,1.7825255081357631e-26,1.8911310677912e-23,1.388779697448673e-23,4.626831711282671e-26,4.351893278561007e-26,3.1595310087993683e-27,2.2363247063972443e-26,2.7077811799848763e-26,4.0334390975097955e-26,3.6513661069923245e-26,2.1640073232035978e-26,1.9891148889943275e-26,4.0272983217834703e-26,3.4547722281429626e-26,3.7678986557567353e-26,4.608922968002678e-26,1.8920724945559746e-23,6.848125214749885e-23,4.8305678561414576e-26,5.948920901937537e-26,2.2495256334652115e-26,1.7963121300696448e-26,3.0883133765798643e-26,2.9135479416242606e-26,3.7455967501604796e-26,4.1633568252411284e-26,3.4795911822248666e-26,2.194199619376213e-23,4.321652946588794e-26,9.141541923129499e-24,4.6695473442745706e-26,4.2450660043621194e-27,1.0391622316134699e-23,2.079118006171162e-26,1.5421682317626627e-26,9.07924585985747e-27,1.9959753453340733e-23,3.147806357514059e-26,1.9905317375873355e-26,4.5646112462072244e-26,1.8433557371542338e-26,2.2508598009329757e-26,3.4496204361424174e-26,1.8611169189974754e-26,3.3435179385591074e-26,1.376522370763024e-26,5.2059445620406537e-23,3.0274968258100366e-26,3.8896850820534965e-26,1.1015393895068874e-26,1.4371953474857838e-26,4.482442937363943e-23,2.3856522037100265e-26,4.643940147955703e-26,1.306069195774822e-26,3.295130768543233e-23,3.1236747609494785e-23,2.080774200653374e-26,2.7837218575041286e-26,2.5780777054208035e-26,4.0137165822221177e-26,5.93124385068829e-23,4.4867910927216434e-26,3.925101707784081e-26,3.9237873760083633e-26,5.508472866777266e-26,2.5574468250343062e-26,3.193997504324513e-26,3.3727423635625915e-23,4.8406292754143835e-26,2.756973906485212e-26,3.493852052949201e-26,3.787093225117748e-26,1.2106427667337368e-26,2.250090331765531e-23,1.3241811477182364e-25,2.3149626504706902e-24,2.372748086437248e-26,1.507405815291213e-26,2.4237280777455103e-26,1.3173516532868753e-23,5.664991762974829e-23,1.770562664121143e-26,2.319531109957947e-26,4.7971546627063294e-26,4.4931272757914153e-26,1.638182838311582e-26
"[1, 5, 7, 6, 17, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,159.413338396271,0.1,0.1,200.2726375200949,0.1,132.42907602247553,0.1,0.1,0.1,167.0614987894799,191.87065073015555,136.4628878864616,0.1,0.1,146.92746615706085,0.1,0.1,0.1,0.1,0.1,0.1,0.1,35.20006264969115,41.0366938226498,0.1,0.1,0.1,0.1,0.1,0.1,1e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,75.91589184464195,0.1,0.1,0.1,103.5438284829443,0.1,0.1,0.1,105.55042831095999,154.57178621196726,244.99348403057184,0.1,0.1,147.98305329557144,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,237.43904548059663,156.06470534596963,166.06641775279616,184.76687690845927,0.1,0.1,0.1,0.1,72.33205070244881,173.90060765377774,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1e-07,0.1,0.1,164.7763703793733,149.92071402295443,124.49278837912361,0.1,13.617047055558857
"[1, 0, 2, 3, 10, 9, 15, 17, 19]",8.709662206262622e-46,1.860804035630087e-44,2.252093852536839e-44,5.342529046799413e-45,2.583722638856079e-44,2.4373576062349765e-44,2.1798329263607413e-44,1.8496256516646904e-44,1.2302650527045724e-44,1.1638992069479816e-41,1.918498740729953e-44,1.7593375988247222e-44,2.569098285886017e-41,1.0855361442981216e-44,2.950627704776463e-41,9.710376567740355e-45,1.1475402988901804e-44,2.5099369658974827e-44,1.2835768907920082e-42,1.2249359258943444e-41,1.5920407494029638e-41,2.1879813099115232e-44,1.7260236613038073e-44,1.7923250974987832e-41,1.9002215090002046e-45,2.264635128861202e-44,1.117368228155978e-44,1.8680447843637333e-44,2.610574515824507e-44,9.11423223610085e-45,9.544824007979142e-45,8.74645645293125e-42,9.181957646011701e-43,1.0018053169405711e-44,8.908405486142157e-45,1.4940539152173203e-44,7.214897331342606e-45,9.114872606364567e-45,1.9721123643173186e-44,8.545741929335675e-51,1.3934351150671322e-45,1.1913417301780066e-44,1.1177353561005955e-45,4.537503487696922e-45,2.12104213769584e-45,8.308076996134968e-47,2.6707855015167153e-45,6.676528984487611e-48,3.584841714090731e-42,6.970972953120861e-45,1.8626007843362492e-44,1.1281067997233392e-44,2.42383355303068e-41,1.0200713632592253e-44,3.6840352574180605e-45,1.8263441930600474e-44,6.37622927852655e-42,6.695275787434794e-43,4.671673233786407e-42,4.0190787950200535e-45,1.688020980776929e-44,2.5208669906612155e-41,5.2732776751717787e-45,8.45365911563094e-45,1.5101854107970634e-44,7.605837006935585e-45,2.6177820312794147e-44,5.292805775684833e-46,1.4649584141117443e-44,3.4217358292534934e-45,7.884572651356972e-45,9.157833187421134e-45,3.781522606482873e-41,3.5150895624188874e-41,1.9680827808320462e-41,4.696645373920147e-41,2.187892969598902e-44,8.243458349349567e-45,4.6398272358743976e-46,1.3926613155187301e-44,1.2683037553111312e-41,1.1789420054637308e-41,2.680248450665944e-45,1.1842092893419722e-44,4.308185920436999e-46,1.1651143357677889e-45,4.3753747810622613e-45,5.3454499533705373e-45,7.144891453956124e-44,3.1186495027480544e-45,1.2908188268510278e-44,5.990124320206875e-45,1.458623536008438e-50,8.205472947756042e-45,2.237391113489735e-44,1.663183521355097e-41,5.56069315802373e-43,2.843227715796171e-41,2.588485594089327e-44,3.4163274890481064e-43
"[1, 5, 4, 8, 9, 14, 21]",152.9467837413946,0.1,0.1,59.97938365288699,47.959944081330285,0.1,0.1,0.1,137.4028236478534,0.1,0.1,0.1,156.408053671091,0.1,0.1,0.1,0.1,1e-07,0.1,202.0084279279698,0.1,0.1,156.2826204642391,133.0030677552246,0.1,0.1,0.1,0.1,0.1,94.21158726227792,0.1,0.1,178.07506865372295,0.1,0.1,0.1,0.1,0.1,156.05107545881515,0.1,0.1,135.55772352046208,0.1,96.3484260944417,65.68709392422448,0.1,0.1,0.1,202.44424679701206,0.1,57.75552721348352,0.1,0.1,142.09757620042478,0.1,99.38904608063127,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1e-07,167.04140967270945,0.1,0.1,54.54402531339827,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,49.47197014809265,0.1,0.1,0.1,0.1,0.1,167.41220865254627,136.76784747410468,83.69865113027676,0.1,0.1,67.16189622396638,0.1,0.1,0.1,0.1,0.1,0.1
"[1, 0, 2, 3, 4, 8, 9, 14, 21]",5.525102421752855e-25,3.286419024050341e-28,3.8257570844701135e-28,2.4744782690565933e-25,1.670168702577078e-25,3.568214099114567e-28,3.5788273482596844e-28,3.552229511161789e-28,5.436316345670802e-25,3.352090530941581e-28,3.4376849560105366e-28,3.333805602333449e-28,5.965684096758192e-25,3.3922220092027666e-28,3.274753442318026e-28,4.4716481123711506e-28,3.336732466373971e-28,3.4982347993563337e-34,3.3587638679109122e-28,8.8725031550191e-25,3.94717140881029e-28,3.5888900559932133e-28,5.084883002540784e-25,4.5755128653297445e-25,4.7213041374591435e-28,3.569553420734281e-28,3.5611354574789223e-28,3.534405141571856e-28,3.242968605600962e-28,3.59830201736561e-25,5.696524410321165e-28,3.671837721859166e-28,7.344345082942613e-25,3.975933556117895e-28,4.126631767943215e-28,3.768396266284018e-28,4.695917353260048e-28,3.6179108238123565e-28,8.162047340185477e-25,3.3576851703139963e-28,3.252444602431819e-28,4.630988727323856e-25,3.6112195363873635e-28,3.538454937360795e-25,2.1337818566171654e-25,3.5025907798933466e-28,4.266520628277837e-28,3.723617201176357e-28,6.63578668144397e-25,3.3648987270650334e-28,1.8997892126496307e-25,3.2861264721438617e-28,4.0350057537707827e-28,5.040707605977934e-25,4.343956172265559e-28,3.24680185749881e-25,4.164355152286697e-28,4.17493358022882e-28,3.990167900635155e-28,3.6169222575387275e-28,3.3440278935644885e-28,4.088073071537137e-28,4.5571301693334e-28,3.840066248572751e-28,3.315430697756095e-28,3.652892593871123e-28,3.7868673531598178e-34,6.191334190578288e-25,3.528111568055866e-28,3.368763191010646e-28,1.854274097147883e-25,3.310188677396245e-28,3.3455119395529795e-28,3.287049686614718e-28,3.9529978374616245e-28,3.4085712914719884e-28,3.601318187070472e-28,3.414287991934802e-28,3.839969126446811e-28,3.3753893161993183e-28,3.5044778874747598e-28,3.4510199462558955e-28,1.8024219462636383e-25,4.2573553798043385e-28,3.3716703203691406e-28,3.4667217270862823e-28,9.708260057057922e-28,3.244434103866925e-28,1.5704371239713449e-24,4.418707440350517e-25,2.738457690698286e-25,3.3865274708059973e-28,3.3159190884108767e-28,2.282920063577243e-25,3.3504560940027893e-28,3.82314597494256e-28,3.340158841688258e-28,4.0184368231810123e-28,3.293722441119298e-28,3.797069342677864e-28
"[2, 0]",0.1,0.1,0.1,0.1,89.43988532039432,0.1,0.1,0.1,0.1,0.1,0.1,64.17711240493928,0.1,0.1,51.172993359225785,11.409651388134392,0.1,0.1,0.1,157.58626040627237,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.33258348849496,0.1,0.1,0.1,0.1,0.1,0.1,126.91350003363229,0.1,85.61586263110806,0.1,0.1,0.1,0.1,0.1,0.1,144.29287076045205,119.80806910013328,0.1,0.1,0.1,0.1,0.1,111.43310743811435,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,114.65383596593794,0.1,0.1,0.1,49.95057339470288,0.1,0.1,0.1,109.32155304832753,56.30873588276562,0.1,0.1,0.1,0.1,0.1,0.1,49.48350924066585,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1e-07,0.1,0.1,0.1,113.42206595799544,0.1,151.27597376001327,0.1,0.1,0.1,0.1,96.5788710548588
"[2, 3, 4, 5, 1, 0]",1.0069461389272874e-54,1.0133038884568553e-54,1.036175895609726e-54,1.0373695809729843e-54,8.895138757393946e-52,1.0366121041055586e-54,1.0299969859796278e-54,1.0347307771416742e-54,1.0301504901192698e-54,1.0330430963958062e-54,1.0135976271958696e-54,6.555155829348774e-52,1.0178867845777663e-54,1.0225538467458949e-54,5.193462799828386e-52,1.1816528773114494e-52,1.0153302953005408e-54,1.0314570198111393e-54,1.007818509481753e-54,1.6349655531648503e-51,1.0345591223181592e-54,1.0242717657029388e-54,1.0174092786719647e-54,1.0338468606414128e-54,1.0250299819098686e-54,1.0370316838345505e-54,1.0197752977852992e-54,1.7732568235358775e-52,1.0369621225763169e-54,1.0333389102609135e-54,1.0358705691587373e-54,1.035832457770404e-54,1.0255835190042017e-54,9.633087015596389e-55,1.3164289820188058e-51,1.0369983525410407e-54,8.863587383808367e-52,1.0332179408706349e-54,1.0354782888465899e-54,1.0305493660665881e-54,1.0287475880449353e-54,1.0041341182537023e-54,1.0344620273399332e-54,1.4770975609612658e-51,1.2368678908185843e-51,1.0129526120037528e-54,1.0279679502276733e-54,1.0336234282413497e-54,9.819350533180213e-55,1.0257758736975327e-54,1.1505267898882685e-51,1.0358681654743895e-54,1.0343026093152246e-54,1.0292964443320444e-54,1.0374762888776567e-54,8.733828835368744e-55,1.006446817529174e-54,1.0284998673868095e-54,1.0276049467559706e-54,1.0374205882024482e-54,9.290483050041214e-55,1.1791844520894449e-51,1.0277945127812537e-54,1.0331412240220819e-54,9.586901614444141e-55,4.876886555980526e-52,1.0088733819144485e-54,1.0312500668795599e-54,1.006372918934874e-54,1.126453228633217e-51,5.778944849062606e-52,1.0264188608453172e-54,1.0289617500793572e-54,1.0225308525752778e-54,1.0361381902289396e-54,9.881348626752226e-55,1.0345747240101302e-54,4.919570600486637e-52,1.037252300342991e-54,9.672889828481078e-55,1.0376414788640582e-54,1.0361780698147953e-54,1.028871521597092e-54,9.567649563828343e-55,9.417848845360484e-55,1.0367856851284256e-54,1.0375794541314588e-54,1.022258963196714e-54,9.821357835209096e-61,1.0341828834825298e-54,9.739378024673173e-55,1.0352067865508393e-54,1.1331949142949159e-51,1.0371482462058365e-54,1.5671897234665968e-51,1.0339800090530129e-54,1.0325868286214117e-54,1.0070047351048247e-54,1.0367301796439464e-54,9.55280807458179e-52
"[2, 0, 1]",84.80410643003447,0.1,119.7992873614289,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,106.14268906232311,0.1,45.6305624372368,147.31555454800343,46.36217146392576,0.1,0.1,0.1,53.872839271509996,0.1,121.5654329923301,0.1,0.1,0.1,135.15238269871338,72.54428018674474,0.1,0.1,0.1,0.1,0.1,0.1,50.663539980266904,0.1,0.1,0.1,0.1,94.06446426959167,0.1,0.1,41.54981473841474,0.1,0.1,0.1,0.1,0.1,0.1,26.67665487737807,0.1,81.7816241905033,87.56324468905547,1e-07,54.76022285467598,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,135.68639301512695,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,25.160538338434748,0.1,0.1,0.1,0.1,0.1,0.1
"[2, 3, 4, 5, 1]",4.8553601030379445e-27,5.761548142605861e-30,7.058249279519699e-27,5.898760002371783e-30,5.65468918159257e-30,5.8939221872587196e-30,5.856512834444749e-30,5.883300728815353e-30,5.857519680135045e-30,5.873617574311802e-30,5.7630730835305955e-30,5.807495032465091e-30,5.787632671467794e-30,5.814445994443341e-30,5.770364153608416e-30,5.88916567395423e-30,5.772913186619607e-30,5.864837499808091e-30,5.7302276928149996e-30,5.8995914902626664e-30,5.8828304867392504e-30,5.8239758843678506e-30,5.784724815865268e-30,5.8782096250096405e-30,6.187313325370448e-27,5.896532774830942e-30,2.6457814618014247e-27,8.569548920101012e-27,2.7334900926279087e-27,5.876042253092966e-30,5.8901535768015674e-30,5.889592410651722e-30,3.1415731117876873e-27,5.478084406112057e-30,7.171003064801301e-27,5.896196681840762e-30,5.8889323904570034e-30,5.8749660324885196e-30,7.957815645688415e-27,4.2509241242240074e-27,5.8491879758687366e-30,5.709300714928589e-30,5.8816823720989084e-30,5.8207307173835105e-30,5.869837607187359e-30,5.7598877064114666e-30,2.961443199694584e-27,5.87734707392448e-30,5.583065710945435e-30,5.832311657196352e-30,5.8704375834265266e-30,5.54016403218123e-27,5.8812491160662224e-30,5.852963880996539e-30,2.451474054959141e-27,4.9665023118337715e-30,5.7227475402060106e-30,5.848065537844606e-30,5.8434090039226434e-30,5.8986846040667294e-30,5.282328404787839e-30,1.5599734800314953e-27,5.844636863472332e-30,4.8045033206188225e-27,4.772978638748285e-27,5.5518041687479665e-36,3.14167202412656e-27,5.863479275611383e-30,5.723076794384051e-30,5.858612842524436e-30,5.83523915077608e-30,5.835964791631468e-30,5.850556338057735e-30,5.813867171188381e-30,5.891265632552974e-30,5.6183437399492356e-30,5.882712988073144e-30,5.6527272592106075e-30,5.898493829506251e-30,5.4999044065675106e-30,5.89989027800164e-30,5.8914410771920316e-30,7.937718935283414e-27,5.4406168363937034e-30,5.354925383502819e-30,5.8948911951196074e-30,5.905249196093127e-30,5.812355730696295e-30,5.5875599313062885e-30,5.880096505071323e-30,5.5375929019427005e-30,5.886180536057427e-30,5.680748231212509e-30,1.4839243445610472e-27,5.890560804372401e-30,5.879194677174162e-30,5.871031353074014e-30,5.726126376614198e-30,5.8945790928890986e-30,5.62419641748192e-30
"[2, 3]",0.1,0.1,0.1,0.1,0.1,101.03839627345265,225.4055898960188,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,178.5437366068284,0.1,0.1,0.1,0.1,0.1,0.1,0.1,138.98139984780812,0.1,0.1,0.1,0.1,0.1,180.55009613199007,0.1,0.1,145.71512951138467,0.1,0.1,0.1,127.56131389681578,0.1,0.1,0.1,144.46205010362735,0.1,158.00690080733722,0.1,0.1,289.57683154823474,0.1,0.1,0.1,0.1,0.1,0.1,167.06248472333687,0.1,0.1,0.1,0.1,0.1,0.1,160.62956434659625,0.1,0.1,230.34269951594015,0.1,0.1,0.1,0.1,0.1,214.3801771473387,0.1,0.1,26.274763262629563,0.1,55.14486769503091,95.24838013840106,0.1,0.1,364.65427105373385,288.1503848749302,137.93397242676693,348.79239699772063,193.3371963478588,239.48275615398816,0.1,0.1,0.1,174.98859110356472,0.1,0.1,0.1,141.75107030841895,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[2, 11, 10, 3]",1.1300504909680449e-27,8.321983886097381e-27,8.306009457789155e-27,4.76169633316926e-29,1.5442385878737198e-26,1.7164736602002497e-23,2.6985444513165246e-23,1.6106440333656917e-26,7.826334800080056e-27,2.9529527113433393e-27,1.135449743916169e-26,6.213173423997814e-27,4.840968827343416e-29,8.759472312353404e-28,8.406439531394585e-27,1.0801232057649829e-26,2.015341396396763e-23,3.980156410374915e-27,1.1963712527477257e-26,1.380338939826206e-26,9.592406915258156e-27,1.159935377946721e-26,2.6616040620775045e-27,1.820686600211252e-27,9.786953406891291e-24,1.622651726958825e-26,6.346548855818611e-29,1.4184207165900067e-26,1.2573925223259853e-26,1.0689946943174558e-26,2.781038623266486e-23,2.175594087088233e-27,1.1893636331727723e-26,2.498300944643099e-23,6.110614022301195e-27,9.33957441385958e-27,1.4967528688183564e-26,1.8659719968661447e-23,5.26633688852723e-27,1.5219007918336658e-26,1.5921418712311383e-26,2.2176707222107023e-23,1.7479201627531275e-26,1.3878217250428636e-23,4.248837591021706e-29,1.6441410797101575e-28,1.4576461690951652e-23,1.5163946777317665e-26,1.4457635321792287e-26,1.3170994826499562e-26,1.0372186255329793e-26,3.4599440423432054e-27,1.9355061411871795e-27,1.225280880409085e-25,1.3199301845409608e-26,1.5079631989060718e-26,3.822640952577694e-27,1.9605924759452215e-27,9.433685603502121e-27,6.3135057170807616e-27,4.488644648515963e-24,1.3111353305054192e-26,2.958034232426232e-27,9.698652951459806e-24,1.5674029189866363e-26,5.573130326364959e-27,1.6095135179674998e-26,7.188500844556827e-27,1.6698147856537641e-26,3.541200360598676e-23,2.1255492335812044e-28,7.006209043048518e-27,2.9545569008753778e-24,1.6822965542653912e-26,5.427449764454928e-24,5.324826124619897e-24,5.930556884471058e-27,1.452370711208869e-26,5.487622149781551e-23,1.843229529748675e-23,1.7250296591502304e-24,2.0675378809573043e-23,3.2750840088787585e-23,2.4118970438848284e-24,5.082362408719894e-27,1.5330452198613058e-26,8.572415248812531e-27,2.3893582201920132e-23,1.3364225649844446e-26,9.589753008444898e-27,1.3786231240393296e-26,1.0988883882544835e-23,9.395027852894365e-27,1.1586848234223144e-26,1.1234999283130917e-26,2.9159757326436655e-27,1.7484291233499953e-26,1.444278299014487e-26,7.007843842910646e-27,1.1301513615164526e-26
"[2, 3, 4]",0.1,0.1,0.1,0.1,0.1,0.1,85.39450606418069,0.1,0.1,0.1,184.8037696469649,0.1,0.1,0.1,0.1,0.1,0.1,0.1,108.05091140121189,176.13227117904484,1e-07,101.25818692310114,0.1,109.58716709053253,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,31.185826470084507,0.1,70.78675110303581,50.78311851154988,0.1,108.86757651418546,134.43056427348557,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1e-07,0.1,0.1,31.07444632748691,0.1,0.1,235.02503142913358,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,197.53521573031156,0.1,0.1,164.24930096383196,61.394784178870914,194.68085067108768,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,90.37163269671316,1e-07,0.1,0.1,148.1107796992958,86.8410385222778,0.1,186.4197163668027,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[2, 11, 10, 3, 4]",1.1300504909680449e-27,8.32198388609744e-27,8.306009457789214e-27,4.76169633316926e-29,1.5442385878737307e-26,1.69883304120815e-26,1.0223387566329396e-23,1.6106440333656805e-26,7.826334800080113e-27,2.95295271134336e-27,2.0983539292038896e-23,6.213173423997858e-27,4.840968827343416e-29,8.759472312353467e-28,8.406439531394585e-27,1.0801232057649829e-26,1.1287662254065721e-26,3.980156410374886e-27,1.2926900423360137e-23,2.4312223246846278e-23,9.592406915258154e-33,1.1745295331884702e-23,2.6616040620774855e-27,1.9952388667684547e-24,7.04191598128132e-27,1.6226517269588133e-26,6.346548855818655e-29,1.4184207165900067e-26,1.2573925223259853e-26,1.0689946943174709e-26,1.5403141193751703e-26,2.175594087088233e-27,1.1893636331727723e-26,1.7145103278022515e-26,6.110614022301239e-27,2.9126234697506607e-24,1.4967528688183352e-26,1.0354714236813357e-23,2.674410103318233e-24,1.5219007918336767e-26,1.7333262698769312e-23,2.063675036770694e-23,1.7479201627531028e-26,8.783298184774084e-27,4.248837591021706e-29,1.6441410797101694e-28,5.033711299698248e-27,1.5163946777317665e-26,1.445763532179249e-26,1.3170994826499562e-26,1.0372186255329793e-26,3.4599440423432054e-27,1.935506141187207e-27,7.334267070420971e-35,1.3199301845409608e-26,1.5079631989060824e-26,1.1878645111012984e-24,1.9605924759452075e-27,9.433685603502121e-27,1.483831879584931e-23,2.7944075343631332e-27,1.3111353305054287e-26,2.958034232426232e-27,4.21053194732948e-27,1.5674029189866475e-26,5.573130326364999e-27,1.6095135179675225e-26,7.188500844556878e-27,1.6698147856537641e-26,1.6518319966518702e-26,2.1255492335812044e-28,1.3839730147702488e-23,1.1244846894881848e-26,1.682296554265403e-26,1.6165689883563997e-23,3.432253128462916e-24,1.154565859222101e-23,1.4523707112088482e-26,1.504883552830478e-26,6.396762338348881e-27,1.2506198645631772e-27,5.9277034096898645e-27,1.6939751226071056e-26,1.007127645689009e-27,5.082362408719821e-27,1.385437995167578e-23,8.57241524881259e-33,1.365436572249389e-26,1.336422564984454e-26,1.4203457952044513e-23,1.1972106382240322e-23,7.752240500643457e-27,1.7514184275947914e-23,1.1586848234223064e-26,1.1234999283130758e-26,2.9159757326437068e-27,1.7484291233499953e-26,1.4442782990144768e-26,7.007843842910646e-27,1.1301513615164606e-26
"[2, 0, 1, 5]",0.09999999999861356,0.09999999999858522,0.0999999999984032,0.09999999999824503,0.09999999999862984,0.09999999999860061,229.02149995188736,344.98886396916913,0.09999999999838781,0.09999999999860028,0.09999999999855447,0.09999999999858067,0.0999999999984078,0.09999999999854339,0.09999999999860763,0.09999999999809227,0.09999999999857612,0.09999999999852226,0.09999999999859398,0.09999999999846994,0.09999999999839959,0.09999999999852682,0.09999999999863396,347.90516949889445,0.09999999999843634,0.09999999999849006,0.0999999999985982,0.09999999999860837,0.0999999999986023,0.09999999999850157,203.4599769612739,0.09999999999852255,0.09999999999834175,0.09999999999841813,279.97179092340843,164.88530715346903,0.09999999999797858,365.6824889975285,0.09999999999794705,0.09999999999856604,0.09999999999861492,0.09999999999858895,423.42169301624847,297.40085949232645,0.09999999999860248,267.5420739401789,0.09999999999827638,203.56039755208133,0.09999999999862086,355.64301397423435,287.6905306819422,0.09999999999859997,344.81537109818674,0.09999999999848302,0.0999999999983464,285.6469594239547,303.475415631359,0.09999999999844039,0.0999999999983931,0.09999999999846972,0.09999999999861311,0.09999999999856723,0.09999999999826632,0.09999999999835274,310.5428807061154,0.09999999999848946,250.01953556961342,0.09999999999847634,323.54382898110225,0.09999999999858421,269.13842549996207,0.09999999999859291,0.09999999999857186,0.09999999999861318,0.09999999999857108,0.09999999999860552,375.4871933359055,270.71298662214434,0.09999999999839829,275.79562836654657,0.09999999999855098,0.09999999999860426,0.09999999999854728,0.09999999999852438,0.09999999999860626,369.7614443942529,0.09999999999647685,0.09999999999861114,338.6933156306873,162.2391683569521,0.09999999999860168,0.09999999999855128,292.236244868167,0.09999999999854683,0.09999999999855605,352.3670962863805,0.09999999999856038,0.09999999999836451,0.09999999999859724,0.09999999999850934
