link,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99
"(4, 3, '0')",2165.5563422168757,1608.2340504851668,1328.4103388423619,931.359595917042,2702.0408171197887,2181.6448704809604,2113.622786055418,1816.5131956056716,1247.171350931296,1971.066737241932,1071.512817271409,776.3509955208685,1741.108790397311,1212.0367541746284,1247.561022128155,1039.564630943371,574.7403974491074,2864.268432706304,1777.9515578233688,1875.305920273988,1380.408744922879,2526.958929913715,874.0226495816396,952.4581474576485,926.2355816914662,1798.1662574033235,1126.5186181960892,1783.4619032258954,720.7286725345302,2987.103037180135,1490.5155647672793,2521.0076726648563,1203.4137169415171,1551.738819938404,2071.105551762056,2691.738423312212,963.8407809810859,1877.8379161094772,1630.9329977164339,1343.5141567523597,1589.276866485669,1760.382496348696,1821.4801332224627,2706.7520938276684,651.7095371810024,677.9044924770878,1908.8779287452758,2431.5566143367505,1088.4464775890297,2035.2437584575473,1837.1154427202005,1330.0632904687354,2698.547804944481,1646.4880300107993,2894.096471497627,744.8572914702054,2059.8732097158477,990.0955544686512,714.5624078063752,273.93544385522097,2015.8876004540052,2398.406549200346,2308.3873569183424,898.6308168284198,2203.626393141797,2820.285419099021,1303.5942758440037,1213.079235623171,196.6328703766055,2429.986190885592,1529.3751283885333,1854.2072421020712,2219.946437943417,1977.6842524957365,2297.6978641488167,1526.3479820542093,1378.2845247122325,1964.9001053740797,656.5813823787971,487.198502050146,1092.1109222326,1666.7167894573104,816.0320055669066,1795.0853382857586,1461.8494024693555,2858.8122964944587,2322.83152579387,1061.728212336923,1208.124187655522,889.018705363845,1117.5293875357215,1089.424753376668,1483.655364995214,1304.7541566874363,970.7889063759237,688.7803489916498,508.8566358874151,1597.77071251643,1385.677350950731,824.9447075046794
"(4, 5, '0')",1180.9610931760228,195.77415581000184,137.53094409750884,123.51695882477834,2543.6344507919675,677.6612643421439,1620.8269056610934,103.02991679169594,491.5765990346527,943.30004568149,2142.8477545358705,735.6586820639374,2056.61298844257,144.98188659281192,1475.7368429877124,744.3536871294132,1600.6119405039453,826.2091046025191,1671.985938088676,44.08405224652848,15.016107523601644,708.7604186742543,2108.3907168213914,604.5737016336037,165.87560680237425,413.03599268417685,505.5135055866057,1049.1868244272314,782.6349440272704,807.7489606597582,697.4998657485867,195.25495065509622,1432.6099091465426,1709.4902874809636,669.4220116380081,890.4111418353921,1013.2533300165195,780.3639084736847,1038.6375409141322,1360.479278566229,1313.640831474499,2298.4553652302134,1044.9701422623496,1203.989275347126,937.8082968084283,496.9414697054763,653.6675900941324,1064.7581502284177,1681.4532548692457,1504.331329033179,757.2701917339791,778.6878323574103,997.7672607692524,1589.0980716285742,682.2616770327143,1018.2866518365462,1124.3878332048514,1512.134617754411,666.4777032881703,158.05044282139025,1085.9763296955468,623.0921752352608,1053.4000813111165,1438.8959156887397,675.970953883061,56.92250818312091,498.8353402432239,882.566233065204,291.9605069826138,1601.6561696599288,1717.0624478252369,1758.4600579539424,652.2595760851468,1402.831487024621,1095.4125618002602,1653.8145793737688,439.7954286001393,961.9736246803526,137.90642736122825,740.1368595590035,105.87503472233942,878.073953475749,1483.3950714906305,567.691700905073,1080.0278591075169,305.22771185259927,26.212528258889563,1097.2531038783802,1184.015552266577,9.229222319952349,1211.486310158978,1072.8291612161456,825.5065071662066,14.765029982949653,796.1101325249562,986.2219955959741,91.73162195243795,1307.571471496759,949.1096979861497,2547.397702149213
"(4, 8, '0')",3128.8865825351695,314.9353480617367,3640.157178144108,1652.4631853489643,1119.9666232247803,2177.9453328963677,2126.182459103689,1677.212206696419,4180.784596371539,2517.0717018540367,2032.7516918521685,1713.772016974499,2119.960717025575,2295.0756051094595,1680.7660743803983,2578.9906895931044,2439.8612225562997,713.8816902233964,1995.3113365064296,3511.131578822679,2469.0985609701593,1872.3985350165813,1244.8236439713567,2800.211903080052,3930.763461913961,1062.283327191095,2621.726519904153,3712.886542673611,473.7157935623011,2070.640760343412,3152.3647933701614,2095.0165003403386,2974.105701974235,2633.178176806819,2478.1044519372113,1704.0480555092336,2067.791192184777,1460.246080519256,2449.3987537559537,2701.1929894128907,534.3543812988707,2287.744579303988,2674.166362925541,2374.2774851855065,1543.4817347599096,2215.8854375476158,3202.5822555588115,2640.1836183809273,3327.6376049292867,1921.546623012657,967.3478172851843,595.9704875192538,3713.7698323701093,2008.3492024709792,1657.8945411215975,2296.5512506137134,3613.891651722857,2337.4401463769514,2027.4502784963977,2804.545267492637,3388.774887343016,3533.3287293938633,3260.806494960626,1347.7833776684947,1767.1995137338126,4628.4095837799905,1701.4908209332384,2721.7435514694,2088.0721713289827,799.8230989114459,4393.196726526469,3135.8604784275926,1715.1132254900015,2478.7094439274074,3852.3335214221556,2338.227724644344,1115.527744553078,2825.3150329365576,2477.5196765042992,2559.0296954463415,3002.442289195148,2649.427728367021,3016.6155751811443,2909.5099780892306,1513.9794842506487,2717.8717521219824,3109.195967105958,2137.1969722732974,2376.286416607077,1152.538375420721,2229.835616327296,1250.4876604075807,771.8356194313562,3278.1985170230428,1384.4258808120294,881.9806310130201,2495.3188341163504,1223.0836496904533,1958.0946378163314,2472.7828550797326
"(5, 1, '0')",2180.874077001361,2092.580403742805,1113.0542644578406,858.1383779450841,771.4593897229784,896.3442741334545,816.2507758313413,1218.5809770985293,1491.8449942122845,1320.1015251884996,1172.2566064486323,1892.4292610506309,1007.7151773678293,1850.0412669526868,1937.2497600882782,1053.6092507013598,1868.1947936887047,1455.2405243055368,2038.2346016804174,536.5064337314466,1266.1258543536394,1782.7397603790457,391.5491996423813,1300.2512573362867,1771.8673230969325,853.002824941661,1932.908442030874,1795.907178812423,786.5470995816694,1347.3369117378945,1046.8794505352935,1088.979421037221,1568.595542945521,2697.330834206497,693.6243030291048,489.86604970552344,1004.2819412605254,1238.9233022736987,914.7717454377598,1290.5329316338082,1462.0660462308367,1431.8573932981435,1089.2888009649703,1756.487073854074,1367.6322539440205,2090.757710906472,1631.230982956141,1204.1130314032232,2481.312164401178,1507.3826702691556,1397.5407510728214,1045.371492254481,1171.0194191586418,1085.43691026321,572.5248505849687,3427.070401257658,2198.688927958972,1295.1515207735965,1659.189950022625,723.002641115724,3062.0964015618288,1604.0512053161153,1606.2878939868156,99.76075576784758,2819.5207511394947,2647.446649957081,2181.4347797085584,1460.1837351685026,2230.7109457865176,813.0218830429352,1178.6652505266877,1052.1810267890098,1604.5686623638173,1717.9953498793986,681.6913635836228,2398.267503774996,1270.635383422212,2410.8880774268114,777.917759202925,2737.195791148103,473.90976701595366,906.8901390972158,1310.4253896448931,2841.2216573344604,2962.6727831394464,887.1826923086182,610.3108001671599,1815.8999623453674,2560.8206956142794,1267.2537611326593,2641.777995432453,963.3426688119047,2342.620848785768,330.2901946748575,1002.3257647422827,1183.682850751516,1405.7048765239551,2161.683265741924,569.3048614077013,1414.263326262661
"(5, 4, '0')",3269.9017738337916,1112.791222221429,2395.6403211315815,1930.237190855761,2652.3657940061557,3118.308115202714,2610.386718135116,2012.2878733373216,2740.070814492742,2363.31251660436,1402.4725740550532,1888.9225751288318,1954.2911120954175,1423.5835102785377,1739.211194574632,1794.0400104902415,1384.643853248555,2113.1810677614085,2156.9808853494906,3821.284627524931,2801.376437873909,2643.8746789482902,1614.4171789531097,1950.817350249427,4029.5880571488847,2088.8479717425535,3089.5674144822196,3075.3029751659496,534.5075361968619,3115.9925450350074,4144.967068243788,2881.6323863868624,2845.715485440972,2911.5998035766333,3676.0681281418993,3519.263907518789,992.8320032728153,1885.9548500675028,3102.843341298833,1570.348947085671,1747.1843053605926,1979.483374773817,3115.640365413078,2636.434517769434,1079.3059777029005,1465.0870389117715,2838.596854462694,2459.3598979017033,2011.8361591462663,2342.6048844758834,1413.44483186235,1847.5763133654423,3121.345643108806,1170.7977941911163,3371.9132680591065,939.963852936108,3772.7205558543565,3427.7661486315847,2882.3787754887726,2085.2436222460997,2471.9910866179735,3792.0877062050035,3336.449057054765,954.8344807109902,1270.3669233879666,2543.1705943664383,994.5515641422217,2617.8081832825364,834.1878667869607,2089.333664690384,2706.3810835027252,1473.2533963481567,1767.5301663407058,2051.8759465515864,3636.152770218502,2590.1265463114505,2238.5686742155017,2670.196100528001,2400.217406551165,2438.164533776532,2543.555585921462,2821.6348453161213,2925.200566210851,3842.9475591052296,2526.3191544946926,2869.13782466229,3627.465864185562,1541.8406920465184,2888.028422981211,1250.4852412356568,1600.3963945085006,1596.6257946565206,1643.5636279758305,1712.5628215557847,572.6289226849296,1446.6500939590924,725.9165334123849,2719.786381867768,1838.636217227031,2681.3885122993643
"(5, 7, '0')",1948.157739457452,1350.5618160735628,2747.9682478720183,3375.8271455122017,2792.854948101839,1429.5453526841716,1685.430341165826,1766.5300244824375,1583.741454821945,1802.4520308194212,2521.2444514317813,443.77252413641725,3876.6942642149666,3129.876857578183,2230.893826902507,2857.6588742687563,2470.8757497226,2286.8813425106164,1905.6337799182606,1821.0680294931242,1596.0843599897878,1467.30579881011,1754.7549945440408,2510.3104499871843,2939.378135271741,3114.185442213835,1226.8064570465392,1931.5802615121263,1427.7850314634268,2553.621785171093,2226.014835420689,2397.2573117558036,4861.8167497628,1814.9595373378115,2116.261244291155,2123.633826668114,4322.907416966997,3863.595553677343,3937.333540635208,3254.642013646442,3011.0214475447538,2061.4479301051397,2271.202787826863,2695.485803519979,1484.30125697666,2092.377170968622,2893.696571319748,2019.9991471241594,1835.239743675562,1739.8515493337559,1124.1064635049124,1019.2967085463645,1246.2225378106373,3229.704929177931,3852.2132244430322,1855.2612819058577,2657.2233942381604,2715.2163188564396,1423.3328263221886,1681.1360083824966,1445.390276243019,1924.040541303059,3701.340170573346,2737.1978889358634,1682.721600143362,1029.0313277636747,2482.3144982979647,2994.6053830909464,2174.4639728051047,2348.25178397295,221.18760633209092,1479.9424882194965,2107.6510908095283,1146.6617204040624,1840.17064479238,2470.4866874464074,1164.8590893937774,1999.8332174023583,3302.718098252235,2373.8734008305387,1560.6327960907886,1690.8775423214656,2674.585795682131,2437.9924110334578,1177.5167205901562,775.5579600573092,2439.406821775073,1347.384958231167,3212.954830465466,1942.4571442285303,543.2586317855149,1304.4047051673524,3252.3821125619174,3037.283592450729,2284.0947587340784,2114.321313469446,2553.565704711856,2832.374567054134,2563.9786174718797,3607.8377394209538
"(6, 7, '0')",2334.2459220731057,3173.9275116490135,1191.160366197359,1576.3946883516694,1615.7673888945708,709.0400003976167,1615.0589115635069,2171.670677305146,1427.9343271794141,1736.9057555283775,322.305460149983,2477.904381258563,2121.6318373050226,3682.205620597745,2508.877683397141,916.9797094406383,1249.274583264882,415.5306403002789,966.1897689933215,133.5114851875956,1590.7058555069318,1083.7843097068353,360.57927243826606,883.7857435501026,3688.14201561903,4387.669778120843,5220.0675753890455,1282.1440727891552,491.0784953405655,864.058900250991,1191.1012852091656,2113.168328375668,295.50897434406596,2407.862524223228,2063.246017213391,1107.0825787289652,2146.374825536397,1716.122803760031,881.776270881915,1880.9167063348727,2389.292076910503,2157.1700399354017,2308.3661249615093,1210.814455532215,782.5986915911062,1047.1129047143688,2255.594500891531,20.863366836590824,802.0213967818652,1519.6092657057552,3506.6157820908147,2684.2203148138033,2755.392618622254,2025.6777252457796,664.3092834324658,2015.922300236324,1115.081735446825,1770.492557554588,1173.0780844855572,1446.3379149981497,812.1990316340962,1394.5936921987516,1148.0106907588709,1879.3739303697066,969.5741170098586,3057.8309403686053,1009.3260999192111,623.0409227256268,1770.3931857860712,2712.7189584571593,1928.100265855402,784.6177123060305,3061.318848195046,4356.941583454418,2799.0078314151924,2634.174628119996,214.85798824506605,2051.051424775999,1981.2486996791017,1162.939701082543,1509.9230229782536,1317.1150913724337,1644.7705884577167,1993.5768488357076,2423.838493878283,2053.8781528655854,2485.5937388256784,1104.8910918241033,731.2443558503336,3017.1217261958936,3332.9483407402254,1812.750587020169,2619.7533777894964,828.2064386779459,866.9024454794112,1296.8853829306317,1448.8664115438314,2202.995853664071,1690.1794625797859,2159.527812037965
"(6, 17, '0')",1738.2131580216128,2763.6276202004724,471.4344819447642,2138.048156055137,1222.5767292065068,5227.116819879429,1385.2422852939087,5175.109120575176,4240.290020038066,3468.3016882764496,2737.4111101258436,3506.282165168228,5532.409998900364,3207.8404109318735,4190.10639826382,1940.9579551206962,3126.8352620990668,3517.6948439164694,1022.1063370666118,4650.3827900268425,4466.83795102718,5086.041413497857,1587.2768420532102,4871.546626821533,3505.5101688585005,5737.881758614891,1888.6115374944484,1369.368964392576,3075.2496531612856,3939.405944252784,3458.0511247163404,2295.7440815212717,4992.813235325346,4746.584734106838,1512.0242522853666,2249.5639388421123,3809.3448617464396,1070.5483104131433,3181.0815552599474,4277.259711700372,2271.0930141583467,2969.724931884647,1798.5125257629861,2552.075330227042,2071.1452813364476,2142.49035331626,2370.5021593088018,2649.423149873045,3611.3893205509867,1337.1175199955214,4515.916041253511,3577.237046358659,3555.085122320648,349.0477123836214,3266.633613903137,3687.999234952147,4782.292923343848,5212.111995293506,2150.8798815103805,2033.2806892559845,1669.9101959134778,2232.6456584195603,2377.597943300775,4645.935995620047,1360.8501711675513,3216.71998897131,3609.022031354946,2231.1380477192165,2514.104068532255,2393.872782431883,4735.1166229432365,3629.880681870341,2836.5152337313384,2191.602685906394,4166.654690197576,2759.6677432940332,2410.6315129781415,5287.0275840139275,4905.948608161536,2899.2035673899854,3005.5126417675715,2103.26274226004,3860.854586591334,1945.4999197571906,3773.919815543476,2693.0734690349273,2885.7279672454424,2495.9027635766865,6863.716566742471,1964.6918654266096,1449.9024290433267,3136.492565913495,1200.297336125684,3146.1468883286557,6248.49062704608,3231.0176856539856,2827.8602875125266,4885.192501042973,2081.243842654184,821.8759020272473
"(7, 5, '0')",4385.666811979775,2402.482450017534,3151.2243038670763,2000.8693526818133,3339.1838063940872,2856.6206991835525,2194.0758300929756,2831.9456009111645,2294.1193809250967,1625.542471977552,2563.04076970242,2921.173326967007,2541.2967994753426,3404.949756940697,2568.313373665075,1433.9022731494993,3336.827117941692,1880.3540032645185,2615.8136932938605,3056.3349732515067,1418.959431560842,3967.9737009486726,361.4649312592167,2610.1914508971013,2652.2458935274117,2048.612528096466,3779.908154231366,2911.0949905926527,1151.722360010988,2393.073605596253,1975.3732135505552,2491.404541808457,3096.6120344882042,4213.82648081902,1542.849820160769,2755.120827232191,2639.9986205012847,4017.67423010841,2120.6427598184437,1406.8534658248182,3788.4459742029476,3306.5773497333835,3094.0874443517896,2484.5904969740436,2380.3457370223523,2900.937323759153,3206.1953436121735,1914.6867803016519,3427.1350880484315,4107.118162358949,2267.2952990511935,4804.793429976154,1898.0250919693947,2014.1655394917218,2292.465087184668,3671.8615138631844,2867.994694693788,3042.8255154446724,2005.8726735692242,1578.3139004057518,3888.0565856843946,3902.9408199427794,2831.993269779038,1111.6862939447283,2694.2176853278706,3794.7633976873417,3315.2376260526753,1976.8930446690242,3394.977439555745,2033.7495363192575,3195.5945157411156,2133.901679039689,2297.6718224487145,3756.747807936013,2564.994654031819,3583.4702076963463,1395.1435332945684,3666.52546096952,1667.9955234132206,3890.4954253555024,1550.5765653442202,3476.804707977699,2261.554880995451,6167.558062878927,3821.719501700097,2072.079750919935,1853.3434038513099,1880.781619180385,2227.659150416588,2594.1172229716713,3202.3335745552945,949.639268774493,3017.347611937659,761.9800572270981,2133.7626540325746,4067.2584513109164,1942.811280255705,2618.5801400318205,2573.977055967378,2562.5224405443428
"(7, 6, '0')",2525.3227732764362,1657.8990135134163,5361.532843445405,964.3895800745597,1284.6605494906464,1547.1934082674468,2321.984135311571,1902.2835882992536,1561.946968412456,1389.1427184128113,5416.950385695937,758.6180179820184,2432.4377808653403,4014.930341371112,2490.209604215208,5151.4184498007935,1411.9972469938793,3202.226768069701,2101.3026785374973,935.0226836951733,4305.277521255253,3064.4715351940667,2380.7917545147316,3028.7266019817744,1513.0438914462297,2057.658987466594,205.00404013229502,2224.6117193976315,2515.1010113516004,857.4144928927726,2372.0925113083617,1862.0597339802018,3433.419069201799,4631.93549996088,4596.034330901163,2772.3401842448297,3812.521470407147,2325.1714795687894,2480.4273879633465,1641.1770997697572,2485.2783839067274,2522.8022568551587,2656.221225484913,4745.419604422736,3677.484605769714,2985.846164318346,2573.203930974365,1028.0101450828338,4188.264821507803,3020.721604115277,4050.083025652589,4335.633079984207,1237.4864418290238,4444.500680048609,3504.743860321839,3756.58038706438,2038.8203506353902,1164.2303394426067,3035.916571047834,3886.613505600387,3427.0115566176546,1776.4072758643308,3201.5968829112235,1896.9886957685098,3874.0426167833066,2417.23915066409,2143.5938198986837,1783.969322953543,2873.858122764357,1194.4358058288778,3034.1606932842146,4379.341403504044,5692.784877270686,2526.3544207416485,1718.1566970667625,3347.935009485925,1846.7239571049568,3656.009997928923,5507.537500379722,3495.3366973860075,1223.9176436106554,4009.088805473985,2121.1334464032843,4831.02305025845,5945.502967410134,2592.2238768807397,3606.119476661677,525.80071925539,3955.4604669971095,613.3102121598624,1895.5372554768635,2723.7507337387156,2762.571984244443,2378.4672022990285,6569.7242123291935,2105.52092269895,697.8912466128457,2818.087871232883,2551.223820852344,4849.392079752815
"(7, 8, '0')",618.5918285494809,2711.6505627378665,1572.8684703703768,1349.3227998910693,944.0943860120258,1284.7174385390174,983.7434840786794,1550.96374560992,331.5281117512395,1155.97404912654,606.3951686367132,1888.3838022833968,576.3396278881085,2897.6811117246602,1659.2664808092895,381.54792227970376,2794.9916305370934,37.23551583891551,1500.5637546131939,997.210554312953,1455.339383485551,1420.68417750835,3745.556446666815,444.86783717411174,2816.564537575559,2843.0036281100606,4016.843713869134,38.57627815149745,627.4186101214863,1381.3751997939075,22.76048197536252,1247.179126971467,396.82855319047826,52.08161512625372,454.8487754379007,2794.870822111681,1648.7239152471004,1277.849302922583,2023.9464126713813,1749.54219142261,1960.3290121030004,599.4637215109263,299.33867875547594,2363.997606613074,302.57903766298506,402.3992783150968,1611.6661541369385,1031.1777715126939,414.1493747921771,936.7742368999907,1910.209953095402,2370.9568111428935,1339.896058775114,1490.7564817902617,936.1569577890562,1370.292059822819,1062.6157963726137,2209.948675326894,1541.9893371881726,423.9503965648811,1873.6778133077942,1140.887760683684,975.0042775282645,696.7752132378604,626.6487011982613,435.858829040741,3513.7277031445424,2812.125899379606,1570.0700255205809,918.8191235234227,2041.4295387205516,524.4879721227203,901.7459291756667,416.1188962625996,2217.2526596936355,1365.2859406003768,488.3316146759877,1849.525505962416,2146.2178526488847,1652.6838722266168,252.73934170101944,2339.189059619015,1630.1470358430706,787.5418213734505,3414.6462309155695,2054.0023570369017,1777.6572791987091,2850.0933016756844,534.6147350360075,4597.560824144455,4968.49408532245,1798.1150216907756,1474.703557641727,1367.5327661556803,2018.5630558205446,1844.8057841824773,882.3495181903511,2725.9548546856577,3682.2017424511614,2563.2943562938776
"(7, 15, '0')",1301.7647155656714,2054.9351932450177,3000.3829004838904,4267.877411482861,3570.4505954247284,1507.0292695704686,233.70071177968174,833.8511062041937,1350.6636077838743,532.6296147823391,328.1203536576966,2105.4801667131655,1318.9292970246197,1556.006212741687,231.19631377067788,1310.1778094467984,2584.6713473405057,266.2953724922621,628.0954162145223,174.35402245910808,1472.5351033950965,1551.0222241139938,2258.690757995387,3266.277943621961,1060.116089827331,4230.800603436278,2549.263119026728,2992.83313286976,1868.9706356881197,2292.05124968871,818.2615884538027,1199.8339595850484,3591.8874311460427,1871.8527393777483,4428.037420476564,1575.204619970518,1556.0159722519772,1485.9738965952604,2546.8770205373994,1202.337469354334,3813.403108728919,825.1407232414629,2243.8057559873073,1405.8905586032035,2642.204779336846,2270.4323556341087,1254.9264458235232,720.8461088792682,652.0366114271606,2679.452045745831,2695.700324282409,736.3774954669584,1607.6781555444054,1756.837371092905,1986.92775070606,478.23724709114265,1934.5961949320267,1649.406765451147,821.4541592256923,290.032350539954,1360.9397664105172,1769.6104287264639,1851.8688329942438,3888.1534244583363,423.3619835439903,1146.381550010744,2751.730121099738,6243.433937460797,4735.519629369818,1296.1159857135015,1.117730110859364,758.6202662007471,5.397127952498921,3525.970854957537,1383.2895545797055,2149.4859405353577,2075.1263330593456,2945.7370137465377,3609.846321986178,1486.0798303464867,2425.3425811237403,979.6092158572022,2613.8670222230257,405.7614245560338,1229.659108019317,3.13588612485072,2649.9923467465032,501.0551381795611,363.97160642609106,1157.9897154604232,1489.1245409968549,16.06638821715055,4558.567264439879,4507.594183428937,3659.8890493514587,485.4215594330773,2205.8446729931384,4256.333345198469,1815.0841085388747,2050.691442923671
"(8, 4, '0')",944.32237600114,204.94045092785663,64.41286916366323,920.3023036632221,1557.920644183443,500.68800396418067,2155.7900794609864,1068.9959392510789,469.36349655636866,1891.8287724340673,2918.705419181319,2124.8363822563056,2538.014464873357,2082.167187804365,2214.996440614851,120.0396817310426,1803.285787320161,1854.0391916050728,809.9728781993778,802.2921963426712,1338.1013938182027,1301.772724512597,1243.729656631145,502.8275645521121,281.02539076786377,2070.3914263789607,118.52751526659696,1502.9358992296088,1655.8255004892485,833.404506045271,222.51634462186087,1330.922244393015,1285.664169832379,3395.8718983449894,733.2232236377863,1817.7927586744818,651.2318600888291,201.05038748183517,1414.8209079913377,609.3037890558636,348.0493139777579,3074.866833436768,1383.0731255670216,1313.1395503419387,1012.974393771797,1683.3831681974807,915.1813312550485,1214.7067750094986,709.8932292100708,418.25719425965434,746.8835290415611,1521.6030819578045,1592.7356567135612,1981.1206466864028,1785.5067031430744,1583.5916716914562,156.8995446781633,1338.0679194075644,1366.0122768292827,437.5910770625606,2083.399067602339,1101.2495720983466,1603.9338057473738,2864.470510508775,1814.2055264212213,2200.6437445738375,1165.5976563791114,915.8288013963011,224.0801496936004,849.3913179462256,1075.4370138546683,4204.3307209407085,1609.9525783547765,1266.5420912398188,457.3089765449297,529.2286518201196,323.52852020463433,1071.7435520524193,450.92797918346537,2634.933875748423,33.19135576280638,1051.8416205512867,1132.1379536309003,2117.294376425414,1539.5633845085338,469.4319846923632,1900.641665490991,154.5115470914135,908.3317505169099,647.4160214905048,2363.8254840667614,1571.2331877995707,1407.8219220178735,23.793734795093613,1897.629565458751,930.1564132015363,225.53953334053006,2277.1940500767632,288.22678522923866,1717.3304748784362
"(8, 7, '0')",4587.341350278988,1529.3112714999593,3250.6870180274655,1564.0834175385748,3024.6729710835225,2987.2931815486554,1339.7140556532743,3510.997612487893,2611.2518642811483,3815.9467673724057,3087.7743054171547,3541.883557162358,3688.782980772221,3466.6312849390615,3405.2776597580055,4987.184659234361,1251.5361047419942,881.1631917435948,2721.012291784948,3298.872672064721,3412.6722649715393,4354.3545911503825,2382.359039190249,3120.669901734036,3211.0801434693967,1799.208264473361,2425.3142856927107,2519.5150955435392,898.9742992407627,1560.008687387616,3151.2647879205074,1179.4070695001333,2523.8675652438196,4788.220929734613,2699.0384571609707,2765.439641959585,1963.0360894289693,2792.271506369037,2000.4162388594764,1603.3212046081026,3237.480799996858,816.6481073962359,4316.792722933306,3877.3829823760148,6540.321835121421,2002.639408661403,1441.7007279815261,1543.9363168266327,3973.5202985376436,3626.2915064384865,2464.5521852749807,4305.235251207995,10.89486771467502,3437.5465882934213,1888.3573649817058,4011.0934486342535,678.8296632848849,2478.6071675906505,2983.443578251848,1217.3889415849362,1855.8965918243357,2479.99033236998,2513.7420333727005,1312.7406372999894,5643.741774846445,1523.5141831348346,3972.756302201803,3945.4302886729647,2844.4100223606024,1422.8453236434098,3429.8115225063475,2754.1589780290824,3291.9775692189146,4212.993490756208,2453.995379528501,4039.2027602427715,2403.8036259800183,1918.6473479773058,3047.743789953819,2943.664716997081,2133.4673167986393,5948.870732378759,3204.229464555846,5433.483068330173,5751.237762670706,2228.4191723577424,3996.177401680361,3238.685331650564,3826.4051799801705,2821.503433359576,3287.3397701758504,691.8574639248388,11.520154497182984,1402.939280775455,7105.6058676973935,1419.2556045181454,4918.306594468011,3270.967598560636,2282.7718149278226,3619.5372657341504
"(8, 9, '0')",3436.839927603305,6339.234154377227,4865.9656100338725,3190.236217813948,2752.0626708099967,2441.954506127484,7085.816858751525,2575.4399801847158,8878.43014835268,5494.355968613014,5423.586621687513,5461.119459093037,4715.6543553163865,3637.106822670314,6578.548122309957,6264.914784681477,5682.531455286367,3711.734580629518,5953.322499301347,5642.431291075938,7825.723035041034,2759.7408610807943,9376.805132903892,2287.1742741208463,6531.4062677470465,5683.438726641331,9981.420259519182,2501.9029767880606,2738.320264277055,7286.917130670676,4154.30312303951,6307.714914414789,4778.884351725521,5018.441157771476,3161.134007905115,4886.537992939353,3659.1504749220912,4493.918709829563,4192.896199810925,3779.5857930720153,3174.7917986044627,4222.911343710092,2642.683135724489,6237.983763198197,5867.41842643577,3994.6476039286313,3125.448308748887,3375.566138895661,3924.234808474893,5450.112951516556,2500.4973469987985,5864.277124964532,3857.4567668819755,4251.723167598984,5926.4483159998,3963.1002988776618,7390.700734259069,7189.175798162778,3215.6597394630326,3480.0101140387787,3637.08599609182,2773.05202394413,5050.257329881088,4355.493618734907,3871.745228722809,3499.3489040422546,6961.806255579569,3661.6890053530665,6109.153115727408,4665.190098398552,7405.392103027595,5124.215371671449,2532.0994090059567,4875.732565565454,7044.307498739752,3516.816703338726,3360.2072504861653,5449.381831003929,1986.165230057999,7824.913694156015,2489.463368207949,6790.192316642508,4337.098980166648,1732.1488773175352,6452.65578524586,7874.243619767912,4131.416793436628,6805.7388638078355,5066.454644857388,6021.696313662291,7966.934816682992,4652.976864498813,4450.056187732944,2981.3856183205908,3313.6951183374845,5831.458781223069,6323.195934899143,4078.670176204353,5452.817027350544,4470.465853185291
"(9, 8, '0')",7457.127740504713,1547.805712759904,3552.7678730875664,3759.7413761027506,7154.5607673893455,2445.230258667352,6509.230172494697,6974.393943835154,9206.806905768379,5466.568677270461,4729.829085913089,11805.068025094399,9295.47316720874,5139.410167119483,9528.954737002052,8088.460710891742,4821.573384440879,6641.888127638008,6510.100370980687,3813.1498075857835,6179.794676696911,8718.9602270852,8020.88701317318,4067.8128806730856,4826.528629469913,5002.283058215096,3683.0456843550373,4375.240400675539,5314.067009621661,4596.611569596097,5410.6699150319755,4192.807460339269,3747.0841024121937,12622.630119257523,4775.345363456286,8992.117546067997,7822.056421898562,3838.0400276770865,4342.497513211091,3438.457210616351,7353.373066967437,3665.314979549302,9009.582978970848,7201.200887717381,8510.555393332506,5511.567066134368,3336.049014781209,2223.3352409925105,5888.7835042785255,2618.208542188317,3544.416049807917,5558.108940371251,2180.4184376720345,8357.68179161612,6629.011863947361,7070.404955680737,2710.5057698310616,4363.045121561103,5087.549734459123,1855.0312088625037,3500.574948347512,3220.788141028898,2434.56069581429,6827.2783986661,7807.57913414985,2870.425230632695,3237.2918534136033,3091.8105047112595,3929.2251848259716,4121.4881483775025,7981.059185958621,5262.485798861784,6086.779859313592,9753.692656742849,6262.243288239272,5656.128767968606,6089.150982926294,3984.85511369289,2930.9571597367017,5430.004950016522,7798.251706689583,8768.650885432558,4339.540134275464,6596.204542580669,6107.707771115635,5628.040893657537,7084.502684309571,2694.4666468498885,3318.4038013642826,8323.477458776686,4546.581012338824,4812.149459082738,1077.3030369099624,4543.232698530305,6512.53299839258,3265.1672689687293,7206.1096670278475,9591.832935944349,4710.696665887559,6361.80834936948
